team_name,mu,sigma,rank
TolóPeek,13.060642409728302,4.2347674089489535,0.35634018288144276
QkM,14.577343284565213,4.740492335310389,0.3558662786340463
Paprykarze,14.5159947726027,4.720363567531393,0.3549040700085193
BE INFAMOUS,10.7882507802527,3.4782062038959194,0.35363216856494084
mixLAN,13.520506022145584,4.39035986012669,0.3494264417655142
evicted,13.461906462047718,4.371205651583656,0.3482895072967498
Northern Lions,13.333195582144919,4.3288586145667045,0.3466197384448062
Tarantula,18.409478507879953,6.0211183806909725,0.34612336580703484
Armenia,12.681811035601886,4.112412394106,0.3445738532838849
MASSACRE-ZONE,10.979535077262616,3.545525790647554,0.34295770531995373
Fiat,16.722429858128653,5.460406305119444,0.3412109427703207
Dynamic 5,15.079277707194972,4.912886525615934,0.3406181303471705
Noobs Gone Wild,16.153417488694323,5.273477711616999,0.3329843538433259
Value,16.25296506319223,5.308545850060651,0.3273275130102782
THE MIGHTY DUCKS,16.060174531872608,5.2456472839720085,0.32323267995658256
Imanity,13.470402037632363,4.383531414309009,0.31980779470533527
eNgine,13.43792019415384,4.373699075921026,0.31682296639076135
Reawakened,16.047840755474077,5.244749801295153,0.31359135158862017
BlessE,16.311930811248192,5.333472851433212,0.3115122569485571
Horus,16.418158367196156,5.369306746090584,0.3102381289244036
Chiken Squad,14.614573264424529,4.768917561626565,0.30782057954483477
FOXTROT,13.9857826045573,4.5600468884897305,0.3056419390881082
Cortex,16.058938840668638,5.255397507681205,0.29274631762502423
wH-,19.058414649291365,6.255495913137498,0.29192690987887104
Skillnaden,16.81388688915902,5.513232541745464,0.27418926392262577
GNSL,16.939851436051587,5.557722150388555,0.2666849848859236
Tog,14.507638514540838,4.749745594454975,0.2584017311759137
Awaken Militia,15.944391472361483,5.229865111666286,0.2547961373626233
Ferrari Peek,13.171942094488136,4.30630514100438,0.2530266714749967
MARVEL,14.220823701968921,4.65802971122018,0.24673456830838347
MOTHERS,9.875439245490606,3.209812746707463,0.24600100536821756
FlipSid3 Academy,7.866288004742378,2.5411863772032754,0.24272887313255165
iDomina,11.10532156962814,3.6216506689683627,0.24036956272305154
Leaf,19.19957318077893,6.323072812166239,0.23035474428021274
main jammers,14.71191574110624,4.827926177214358,0.22813720946316884
Blacklist,14.71191574110624,4.827926177214358,0.22813720946316884
Will2win,16.26783072237372,5.350899465613764,0.21513232553243
GimmeSomeCANDY,12.810490179458485,4.19873552078708,0.21428361709724442
un-named,17.068692963268482,5.6208755635775685,0.2060662725357787
SinisterGG,13.13796909389988,4.316542170831131,0.18834258140648785
Clean Sweep,15.077868329158237,4.963374115422395,0.1877459828910517
Mountain Dew,15.854864215733915,5.225454464683099,0.17850082168461867
eNigma,14.341429566797329,4.725131872229571,0.16603395010861455
XtoD,16.57542432372676,5.469844813822928,0.16588988225797507
FreeDoom,14.137663384266444,4.662157795686488,0.15118999720698056
Red Panda,14.969752371469925,4.939906767250424,0.15003206971865346
ASLACK123,18.24740573095016,6.032603964308923,0.14959383802338877
squad,12.63173004588204,4.160856976327027,0.14915911690095918
FNS Had a Kit,15.202764423940089,5.022612348231345,0.13492737924605436
Portal Blue,10.732479637225888,3.539279329888057,0.11464164756171691
Majestic,12.943498723642001,4.281142754104723,0.10007046132783337
Modus Awperandi,14.207274433087512,4.703076762965369,0.09804414419140528
UT Austin,15.661635746094584,5.192380358123749,0.08449467172333591
Azure,13.103147594033448,4.343979399870236,0.07120939442274121
Problem,16.403818609234317,5.444398339010833,0.07062359220181591
h$hjukken,14.119083953034893,4.684786607289686,0.06472413116583553
smh my head,17.679252139914098,5.8737420170572205,0.05802608874243731
Murderers Row 5,16.660971370682233,5.535900492453503,0.05326989332172616
Intex,17.062312305708467,5.67051980196734,0.05075289980644726
XDM,16.99237258949319,5.649598390876401,0.043577416863985974
NTC fe,16.264618597825148,5.407927210441152,0.040836966501689886
lllllll,13.000997778689566,4.320444392872344,0.03966460007253403
Fit-Pel,12.905993496829296,4.290446485605642,0.034654040012370046
F7,12.811721525442156,4.262258378227499,0.02494639075965921
FoxamoX,16.329784066864782,5.4354605511926,0.02340241328698056
TulpaR,13.303793102722297,4.427401616791204,0.02158825234868722
ex-RSG,13.21027839706417,4.397859956925931,0.016698526286377913
Power Ace,10.321782034927061,3.435447437176665,0.015439723397065563
Anima,16.513184052098065,5.500867606634348,0.010581232195022494
Speed,12.055805170026076,4.015798599546849,0.008409371385528885
Katari,12.889271473920138,4.297165603701822,-0.002225337185329579
naegt 2.0,12.744396900160035,4.250713794545104,-0.0077444834752764535
BOM,14.629439878383018,4.879818673384607,-0.010016141770803344
Piantaos,13.5226388005912,4.511025211962678,-0.010436835296832925
TEMPEST,14.725072119288942,4.913644566727098,-0.015861580892352123
NYC,16.19226397089809,5.404253687930932,-0.02049709289470769
newNature,15.282427590868547,5.102323893077094,-0.024544088362734584
Galkynysh,10.762032628340895,3.596074468976682,-0.026190778589151975
RiP,14.809924533317878,4.948014315875212,-0.034118414307757305
